Key,Domain,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Description,ImagePath,SourceURL
Question_MQ_Parsed_History_Normal_0385,History,History,Normal,What term was used to describe the homes and other places that sheltered the escaped slaves?,engines,hotels,stations,tracks,stations,"Some of the more well known ones are Plymouth Church of the Pilgrims (Brooklyn, NY), which was nicknamed the 'Grand Central Depot' of the Underground Railroad, the Harriet Tubman Home (Auburn, NY), which provided assistance for those seeking freedom, and the Johnson House (Philadelphia, PA), a Quaker family's home that served to aid those fleeing slavery.",,https://www.funtrivia.com/quiz/history/the-underground-railroad-freedom-419883.html
Question_MQ_Parsed_Culture_Normal_0386,Culture,Television,Normal,"This season saw Mystery Boxes curated by three different past winners of ""MasterChef"".  Which of these was not one of them?",Whitney Miller,Christine Ha,Shaun O'Neal,Gerron Hurt,Whitney Miller,,,https://www.funtrivia.com/quiz/television/masterchef-us-season-12-410239.html
Question_MQ_Parsed_Culture_Normal_0387,Culture,Television,Normal,The home cooks had a vegan round of the competition.  This was prefaced with a demonstration by Gordon Ramsey in which he revised which of his classic dishes?,Seafood risotto,Sticky toffee pudding,Scallops,Beef wellington,Seafood risotto,,,https://www.funtrivia.com/quiz/television/masterchef-us-season-12-410239.html
Question_MQ_Parsed_Culture_Normal_0388,Culture,Television,Normal,Two challenges this season had teams cooking for massive groups of people outside of a traditional kitchen or restaurant setting.  Once was for ranchers; the other was for which group?,The U.S. Coast Guard,First responders,Firefighters,Essential workers,The U.S. Coast Guard,,,https://www.funtrivia.com/quiz/television/masterchef-us-season-12-410239.html
Question_MQ_Parsed_Culture_Normal_0389,Culture,Television,Normal,This season's Tag Team Challenge had home cooks making three classic Gordon Ramsay dishes.  Which was not one of them?,Tarte tatin,Mushroom risotto,Cast iron ribeye steak,Beef wellington,Cast iron ribeye steak,,,https://www.funtrivia.com/quiz/television/masterchef-us-season-12-410239.html
Question_MQ_Parsed_Culture_Normal_0390,Culture,Television,Normal,This season's restaurant takeover was held in what famous Los Angeles restaurant?,Hell's Kitchen,Spago,Bestia,In-N-Out,Spago,"Teams ended up making Crispy Scale Bass and Pan-Roasted Scallops as appetizers and Duck Breast and Pan-Seared Veal Chop for entrees, facing technical troubles with each one. It was Willie's blue team that lost, serving not only raw duck to a VIP table, but raw veal to Puck himself. Willie was sent home for the loss, leaving five for the semifinals.",,https://www.funtrivia.com/quiz/television/masterchef-us-season-12-410239.html
Question_MQ_Parsed_Culture_Normal_0391,Culture,Television,Normal,"Who won ""MasterChef"" Season 12?",None of these,Christian,Dara,Michael,Dara,"Each course, completed in an hour each, needed to follow the chefs' full theme and vision and wow the judges who, for the entree and dessert courses, brought in past judges Graham Elliot and Christina Tosi to help weigh in on the decision. In the end, it was Dara Yu's three-course meal based on her childhood that won her the 'Back to Win' season, improving her second place finish in the first ""MasterChef Junior"" season with a full victory this time around.",,https://www.funtrivia.com/quiz/television/masterchef-us-season-12-410239.html
Question_MQ_Parsed_Education_Normal_0392,Education,Sports,Normal,.    .    .     .S,Indiana Jones,Twilight,The Hunger Games,James Bond,James Bond,,,https://www.funtrivia.com/quiz/brainteasers/all-female-musical-wordwise-32343.html
Question_MQ_Parsed_Education_Normal_0393,Education,Sports,Normal,"After figuring out what the title of the song is, can you choose the song's performer?",Reba McEntire,Katy Perry,Celine Dion,Trisha Yearwood,Katy Perry,"Luke, and Max Martin for Katy's 2008 album ""One of the Boys"". The song tells the story of an ex-boyfriend who was having doubts about his relationship with Katy. For the answer to question #8, the word 'Hot' was put in between the word 'Cold' to make the Katy Perry song, ""Hot N Cold'.",,https://www.funtrivia.com/quiz/brainteasers/all-female-musical-wordwise-32343.html
Question_MQ_Parsed_Scitech_Normal_0396,Scitech,Scitech,Normal,Which of these energy sources is the least affected by external factors?,Geothermal,Wind,Solar,Hydro-power,Geothermal,"Hot-water exists in the Earth's crust, about 3.2 km under the Earth's surface. The hot-water is transported under high pressure and is converted to steam above ground. The steam produced drives turbine generators to generate power. In countries like Iceland, the steam comes directly from geysers. About 30% of Iceland's power generation come from geothermal sources.",,https://www.funtrivia.com/quiz/scitech/what-is-green-energy-410400.html
Question_MQ_Parsed_Scitech_Normal_0397,Scitech,Scitech,Normal,"Electric car batteries can run for about 320,000 km (200,000 ml). What happens to them after they are no longer usable?",Recycled,Disposed as electronic waste,,,Recycled,"After they are no longer usable in cars, the batteries still have 80 percent of charge left. These batteries can be reused at solar or wind power farms to store surplus power.",,https://www.funtrivia.com/quiz/scitech/what-is-green-energy-410400.html
Question_MQ_Parsed_Scitech_Normal_0398,Scitech,Scitech,Normal,Silicon is one of the main materials used in solar panels. Which material is NOT one of the other three?,Zinc,Silver,Copper,Gold,Gold,Silver is used on the front and back of the solar cells as it is a good conductor. Zinc oxide is used on newer photovoltaic technology to achieve a better solar-cell efficiency. Silicon is the main material for the photovoltaic cells,,https://www.funtrivia.com/quiz/scitech/what-is-green-energy-410400.html
Question_MQ_Parsed_Scitech_Normal_0399,Scitech,Scitech,Normal,What gas is commonly used as an energy source as it is a zero-carbon fuel?,Hydrogen,Helium,Methane,Pentane,Hydrogen,"Hydrogen is mixed with oxygen to produce non-carbon fuel, used in fuel cells or internal combustion engines. Hydrogen can be stored in gas or liquid form in tanks. Car makers are developing cars to be run on hydrogen and oxygen to reduce carbon emissions.",,https://www.funtrivia.com/quiz/scitech/what-is-green-energy-410400.html
Question_MQ_Parsed_Scitech_Normal_0400,Scitech,Scitech,Normal,Biofuels convert organic matter into two types of fuels used mainly for transportation. Biodiesel is one of the two fuels. What is the other one?,Methanol,Ethanol,Gasoil,Jet fuel,Methanol,"Ethanol is a renewable fuel which can be made from various plant materials (biomass). Ethanol is used as a blending agent with gasoline to increase octane and to reduce the emission of carbon monoxide. Biodiesel is a renewable liquid fuel which is much cleaner than petroleum-based diesel fuel. Biodiesel is nontoxic and biodegradable, produced by a combination of vegetable oil, animal fat or used cooking oil.",,https://www.funtrivia.com/quiz/scitech/what-is-green-energy-410400.html
Question_MQ_Parsed_Culture_Normal_0398,Culture,Entertainment,Normal,"Which of Jim Henson's Muppets famously sang, ""It's Not Easy Being Green?""",Miss Piggy,Cookie Monster,Kermit The Frog,Big Bird,Kermit The Frog,"Since then it has been recorded by such artists as Tony Bennett, Diana Ross, and Ray Charles. Question by player da_man11",,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Culture_Normal_0399,Culture,Entertainment,Normal,"What does Snoopy wear on his face that makes him ""Joe Cool""?",An eye patch,Contact lenses,An earring in his nose,Sunglasses,Sunglasses,Sometimes he's a lawyer. Sometimes he's a World War I Flying Ace. He's also at times a Beagle Scout. Question by player DotSnoopyFan,,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Culture_Normal_0400,Culture,Entertainment,Normal,"If you are feeling lucky enough, can you identify which card game Daniel Negreanu, Phil Ivey, and Doyle Brunson are most associated?",bridge,canasta,poker,blackjack,poker,"According to the Hendon Mob poker database, each of these players has been the all-time leader in career poker winnings at some point in their respective careers. Doyle Brunson was the second poker player to win 10 World Series of Poker bracelets and Phil Ivey was the fourth. Negreanu was the first player to win World Series of Poker Player of the Year twice. Question by player cardsfan_027",,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Culture_Normal_0401,Culture,Entertainment,Normal,All of these major European roller coasters with five letter names are certainly worth a ride - but which one is the only wooden one of them? (Read the names aloud - it might help!),Wodan,Fenix,Taron,Helix,Wodan,They were Terrytoon characters appearing in cartoons from 1946 to 1966. Question by player shvdotr,,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Culture_Normal_0402,Culture,Entertainment,Normal,What species were the 1950s cartoon characters Heckle and Jeckle?,chipmunks,rats,dogs,magpies,magpies,They were Terrytoon characters appearing in cartoons from 1946 to 1966. Question by player shvdotr,,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Culture_Normal_0403,Culture,Entertainment,Normal,India's Ghanta Awards honours the worst of what?,literature,dance,television,film,film,The Ghanta Awards are similar to America's Golden Raspberry Awards. Question by player GoodVibe,,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Culture_Normal_0404,Culture,Entertainment,Normal,Which one of these people would have been most likely to wear a crinoline?,Queen Victoria,Amelia Earhart,Al Capone,Ronald Reagan,Queen Victoria,"The play was called ""Tea At Five"" and was based on the great Katharine Hepburn's memoirs. Kate did it beautifully, was an outstanding success and received two awards for her portrayal. Question by player Creedy",,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Culture_Normal_0405,Culture,Entertainment,Normal,"Kate Mulgrew, who played Captain Janeway of the Star Ship Voyager, also starred in a play based on the life of which great actress?",Merle Oberon,Ava Gardner,Katharine Hepburn,Vivien Leigh,Katharine Hepburn,"The play was called ""Tea At Five"" and was based on the great Katharine Hepburn's memoirs. Kate did it beautifully, was an outstanding success and received two awards for her portrayal. Question by player Creedy",,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Culture_Normal_0406,Culture,Entertainment,Normal,What is the name of Superman's Kryptonian father?,Zor-El,Jor-El,Mon-El,Kor-El,Jor-El,Zor-El is Supergirl's father. Mon-El is a member of the Legion of Super-Heroes. Kor-El was an identity The Parasite used to discredit Superman in a 70's story line. Question by player da_man11,,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Culture_Normal_0407,Culture,Entertainment,Normal,"The cummerbund is part of formal attire for a man, but of these choices, where was it first used?",Britain,Canada,Austria,India,India,British officers in colonial India noticed local men wearing it and adopted it instead of wearing a waistcoat. It spread throughout Europe and became part of dress for a black tie event. Question by player CmdrK,,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-24-420015.html
Question_MQ_Parsed_Sports_Normal_0401,Sports,Sports,Normal,"Which club represented Scotland in the very first edition of the European Cup, held in season 1955-56?",Celtic,Aberdeen,Hibernian,Rangers,Hibernian,"Aberdeen had won the Scottish title in 1954-55, so should have been Scotland's representatives, but the Scottish Football Association nominated Hibernian to take part instead, as they were the only club to have installed floodlights at the time. Als known by its shortened name, the European Cup, it was renamed the UEFA Champions League in 1992.",,https://www.funtrivia.com/quiz/sports/fitba-crazy-scotland-style-122397.html
Question_MQ_Parsed_Sports_Normal_0402,Sports,Sports,Normal,Which Scottish footballer won the 1997 UEFA Champions League with German club Borussia Dortmund?,Gary McAllister,Paul Lambert,Kevin Gallacher,John Collins,Paul Lambert,"In his first season with the Bundesliga club, he helped them win European football's biggest prize, the Champions League. They defeated Italian giants Juventus 3-1 in the final, played in Munich on 28th May 1996. Lambert would return to Scotland a few months later, signing for Celtic.",,https://www.funtrivia.com/quiz/sports/fitba-crazy-scotland-style-122397.html
Question_MQ_Parsed_Sports_Normal_0403,Sports,Sports,Normal,"In the 1970s, how did teams qualify for the pre-season Drybrough Cup?",Fair Play,Highest goalscorers per division,Highest placed teams who didn't qualify for European competition,Winners of the previous season's leagues/cups,Highest goalscorers per division,"Sponsored by a Scottish brewery, the tournament was contested by the four highest-scoring clubs from each division (Division One and Division 2) in the previous season.",,https://www.funtrivia.com/quiz/sports/fitba-crazy-scotland-style-122397.html
Question_MQ_Parsed_Sports_Normal_0404,Sports,Sports,Normal,Who was Scotland's first ever national team manager?,Scot Symon,Andy Beattie,Bill Shankly,Matt Busby,Andy Beattie,"Andy Beattie was appointed as the nation's first manager in May 1954, and took charge of the team at the World Cup of that year.",,https://www.funtrivia.com/quiz/sports/fitba-crazy-scotland-style-122397.html
Question_MQ_Parsed_Sports_Normal_0405,Sports,Sports,Normal,"Denis Law, widely regarded as one of Scotland's greatest footballers, won the Ballon d'Or in 1964. Which one of the following club did he NEVER play for during his career?",Manchester City,Torino,Manchester United,Aberdeen,Manchester City,"Indeed, he spent his entire playing career in England, bar a short sojourn in Italy with Torino. His first club was Huddersfield Town, after which he played for Manchester City and Torino. His most famous spell came with Manchester United between 1962 and 1973, before briefly returning to Manchester City to close out his career. He won 55 caps for Scotland, scoring 30 times.",,https://www.funtrivia.com/quiz/sports/fitba-crazy-scotland-style-122397.html
Question_MQ_Parsed_Sports_Normal_0406,Sports,Sports,Normal,Queen of the South are a football club based in which town in the south of Scotland?,Hawick,Dumfries,Lockerbie,Galashiels,Dumfries,"C. were founded in 1910 in the town of Dumfries. Their name is shared by the nickname of the town of Dumfries itself. They play home games at Palmerston Park, and are nicknamed ""The Doonhamers"".",,https://www.funtrivia.com/quiz/sports/fitba-crazy-scotland-style-122397.html
Question_MQ_Parsed_Sports_Normal_0407,Sports,Sports,Normal,Who became the first player to be capped by Scotland 100 times?,John Greig,Willie Miller,Paul McStay,Kenny Dalglish,Kenny Dalglish,"He would retire with a total of 102 caps, scoring 30 goals, and represented Scotland at three World Cups - 1974, 1978 and 1982.",,https://www.funtrivia.com/quiz/sports/fitba-crazy-scotland-style-122397.html
Question_MQ_Parsed_Sports_Normal_0408,Sports,Sports,Normal,Which Scottish club is nicknamed the Gable Endies?,Dumbarton,Queen of the South,Montrose,Alloa Athletic,Montrose,"C. play at Links Park, Montrose, in the county of Angus. The unusual nickname of Gable Endies actually refers to citizens of the town itself, and was adopted by the football club. The name is derived from the Flemish architecture in the town centre.",,https://www.funtrivia.com/quiz/sports/fitba-crazy-scotland-style-122397.html
Question_MQ_Parsed_Sports_Normal_0409,Sports,Sports,Normal,"In 1938, which club became the first outside of the top division of Scottish football to win the Scottish F.A. Cup?",Alloa Athletic,Raith Rovers,East Fife,Leith Athletic,East Fife,"Their feat was unmatched until 2016, when Hibernian defeated Rangers, both teams at that time being members of the second tier.",,https://www.funtrivia.com/quiz/sports/fitba-crazy-scotland-style-122397.html
Question_MQ_Parsed_History_Normal_0418,History,History,Normal,This war was lasted roughly 431-404 BC and was fought on (modern) mainland Greece and Sicily. Athens and Sparta were the belligerents and Pericles and Archidamus II were among the commanders. Which war does this description refer to?,Peloponnesian War,Pyrrhic War,Sicilian War,Punic Wars,Peloponnesian War,Sparta ended up winning this particular war and the Delian League was dissolved.,,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_History_Normal_0419,History,History,Normal,"This war has a misleading title due to the fact that it occurred from 1337-1453. This war was fought between two royal houses for the French throne, the House of Valois and the House of Anjou. The result of the war was that the House of Valois was established as the ruling dynasty of France.",Thirty Years' War,Hundred Years' War,Crusades,War of the Roses,Hundred Years' War,War in the Twentieth Century Average.,,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_History_Normal_0420,History,History,Normal,The Great Northern War took place from 1700-1721 and established the Tsardom of Russia as a new power in Europe. Both Charles XII and Frederick IV (Duke of Holstein-Gottorp) were killed in action during the war. Who were the main sides fighting in the war?,Russia and Ottoman Empires vs. Sweden and France,"Denmark-Norway, Finland, and Sweden vs. Russia",Russia and Great Britain vs. France and Denmark-Norway,Sweden and Ottoman Empires vs. Russia and Denmark-Norway,Russia and Ottoman Empires vs. Sweden and France,"Russia and Denmark-Norway As a side note, Great Britain and Poland-Lithuania were involved with both sides in this war.",,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_History_Normal_0421,History,History,Normal,"The War of the Quadruple Alliance from 1718-1720 came shortly after the War of Spanish Succession (1701-1714) and was the result of King Philip V of Spain attempting to take territories in Italy and France, including the French throne. The war is called ""The War of the Quadruple Alliance"" because two other nations joined the Holy Roman Empire and France against Spain. Who were the remaining two members of the Quadruple Alliance?",Great Britain and the Dutch Republic,Portugal and Germany,Great Britain and Greece,Poland and Greece,Great Britain and the Dutch Republic,"As a result, Spain gained territory (that would later become part of Florida) and France gained the island of Tobago. Also, in addition to supposedly being a style of cooked eggs, Benedict Arnold became a universal term for betrayal.",,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_History_Normal_0422,History,History,Normal,"This war is one of the best known wars in history and involved the establishment of a new nation (with the help of France) seceding from the British. This war lasted from 1775-1783 and ended with a Treaty of Paris. This war led to many figures becoming household icons such as: George Washington, Paul Revere, and for infamous reasons, Benedict Arnold. To which war am I referring?",French Revolutionary War,French and Indian War,American Revolutionary War,War of 1812,American Revolutionary War,"As a result, Spain gained territory (that would later become part of Florida) and France gained the island of Tobago. Also, in addition to supposedly being a style of cooked eggs, Benedict Arnold became a universal term for betrayal.",,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_History_Normal_0423,History,History,Normal,"These wars were or series of battles between many countries in Europe from 1803-1815. The wars included the Battle of Austerlitz and the Battle of Waterloo, and ended with the Second Treaty of Paris. The UK, Russia, Austria, Prussia, Spain, Portugal, and Sweden fought against France, Holland, Italy, Switzerland, and Denmark-Norway. Which wars am I referring to?",Peninsular Wars,Napoleonic Wars,Crimean Wars,War of 1812,Napoleonic Wars,"Wars Horatio Nelson was killed in the Battle of Trafalgar (1805) and as a sidenote, the Napoleonic Wars were helped by the Industrial Revolution which made it easier to produce weapons on a larger scale to equip larger groups of forces.",,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_History_Normal_0424,History,History,Normal,"The Crimean War (or Eastern War), fought from 1853-1856, was another example of the British and French forces fighting on the same side. They were joined by the Ottoman Empire, Kingdom of Sardinia, and Duchy of Nassau. The War had yet another Treaty of Paris. Who did the Allied Forces defeat in this war?",Spanish Empire,German Empire,The Russian Empire,Austrian-Hungarian Empire,The Russian Empire,"In addition, the Crimean War was one of the first wars to be extensively documented through photographs. If that isn't enough, the Crimean War saw the first tactical use of railways, the electric telegraph, and ""live"" newspaper reporting.",,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_History_Normal_0425,History,History,Normal,"The Austro-Prussian War, or Seven Weeks' War, was fought from June 14th to August 23rd, 1866. This war was fought between German Confederation (which included most of the Austrian Empire) vs. the Kingdom of Prussia and Italy. What was the name of the treaty that ended this war in 1866?",Treaty of Berlin,Treaty of Paris,Peace of Prague,Treaty of Ghent,Peace of Prague,The French and Indian War (aka The Seven Years War Tough.,,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_History_Normal_0426,History,History,Normal,"This war was another chapter of the seemingly endless Arab-Israeli conflict. It was fought in 1967 and because of it, Israel captured the Gaza Strip and Sinai peninsula from Egypt, the West Bank from Jordan, and Golam Heights from Syria. Israel mainly fought Egypt, Syria, and Jordan. However, Arab forces from Saudi Arabia, Iraq, Morocco, Algeria, Tunisia and Sudan aided Egypt in the conflict. This war is also known (and named) for its duration. Can you name the conflict?",The Six-Hour War,The Six-Week War,The Six-Day War,The Six-Month War,The Six-Day War,"Six-Day War While they did not fight in the war, the US and Great Britain had ships in the Mediterranean that were ready to aid Israel, and the Soviet Union followed shortly thereafter with naval forces of their own.",,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_History_Normal_0427,History,History,Normal,This war took place in 1982 between the United Kingdom and Argentina over islands just east of the southern tip of South America. This war maintained the status quo (British ownership) and ended the Argentine military junta of Leopoldo Galtieri. In which war did these events occur?,Sandwhich Islands War,Falklands War,South Georgia Conflict,Leopold's Last Stand,Falklands War,The Falkland Islanders also had full British citizenship.,,https://www.funtrivia.com/quiz/history/the-history-of-war-331011.html
Question_MQ_Parsed_Culture_Normal_0448,Culture,Music,Normal,"Nicknamed The Killer, this bad-boy had an image as a hell-raiser, kicked the piano bench away from him, and played his boogie woogie standing up more than he did sitting down.",Jerry Lee Louis,Jason Lee Lewis,Jerry Lee Lewis,Walter Ray Lewis,Jerry Lee Lewis,"At seven years old, he taught himself to play the guitar. One year later, he discovered the ivories on the piano. His family was poor, but they mortgaged their house to purchase a piano for their son after realizing he had developed an early talent. He was raised on gospel in the Assembly of God Church where he also played. He got his first job when he was only 13 years old where he played in a nightclub in Mississippi, earning $10 a night. By the end of 1957, he would be making $10,000 a night. In 1956, his father took him to Memphis, Tennessee to Sun Records Studio, where he met Sam Phillips. In 1956, he first toured with Johnny Cash. In 1957, Jerry Lee recorded, ""Whole Lotta Shakin' Goin' On"", followed by, ""Great Balls of Fire"", which became his biggest hit. Elvis Presley once told Jerry Lee, ""If I could play the piano like that, I'd quit singing"". Elvis, as well as Johnny, would become true friends to Lewis through the years. In 1958, at the height of his national success, his sky-rocketing career came crashing down to earth when in Britain, the public was appalled at the news that Lewis, then only 23 years old, had married his 13 year old cousin, Myra Gale Brown. The tour was cancelled after only three concerts, and Lewis soon vanished from the music scene. Jerry Lee loved the country landscape so much that he purchased a 32 acre ranch in Nesbit, Mississippi, just 25 miles south of Memphis. He secluded himself and his family there for many years before making a comeback in music. In 1962, his first son, Steve Allen Lewis, drowned in the family swimming pool when he was only three years old. Afterwards, Lewis poured his heart and soul",,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
Question_MQ_Parsed_Culture_Normal_0449,Culture,Music,Normal,"These soul-stirring, roof-raising, gospel singers would swing and clap to the beat of their music while their choir robes swayed.",Jackson State University Gospel Choir,Belhaven Gospel of Music Choir,The Mississippi Mass Choir,Jackson-Vicksburg Tabernacle Choir,The Mississippi Mass Choir,"Mr. Williams was born on June 25, 1947 and grew up singing gospel as a child. He was a member of the gospel quartet, ""The Jackson Southernaires"". Nine years, his dream was to bring together some of the best talent to show the world all that Mississippi had to offer. His motto and mission was through his determination to ""serve God through song"". In the latter months of 1987, word quickly spread about the choir try outs over the radio waves and several hundred cassettes poured in. Williams chose 100 of the best vocals to audition. In May 1988, his dream was realized and the choir's first rehearsal was held. Six months later, October 29, 1988, the first debut album, ""Live"" was recorded at the Jackson Municipal Auditorium and stayed on the charts for 45 weeks. On December 8, 1990, the choir put together their second live project, ""God Gets the Glory"", in the Mississippi Coliseum. That album hit #1 only two weeks after it was released. They had become the most successful choir in gospel music, and were welcomed every where they toured with an enthusiastic congregation. On March 22, 1993, at the age of 46, Frank Williams died, but his dream lived on. The Mississippi Mass Choir toured Japan, Europe, Nassau, the Bahamas, and most of the states in America. In 1996, they were the first gospel choir to perform at the Acropolis in Athens, Greece. They have been in countless magazines, and television appearances which included, ""The Bobby Jones Gospel"", ""PBS-ETV:River of Song"", in 1998, ""The Today Show"" on NBC, ""BET-A Family Christmas"", and the ""CBS"" television network. They have been honored with dozens of aw",,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
Question_MQ_Parsed_Culture_Normal_0450,Culture,Music,Normal,"This teen-aged, popular, heart throb from Mississippi joined four other guys in 1995. Their first single was, ""I Want You Back"". Who was he?",Justin Timberlake,Chris Kirkpatrick,Lance Bass,Joey Fatone,Lance Bass,"He had an older sister named Stacey. The Bass family moved to Clinton in the capital city area of Jackson, Mississippi. In 1989, he took chorus in his junior high school, where his musical career actually began. A year later, he found himself singing in the state wide group, ""The Mississippi Show Stoppers"", sponsored by the Mississippi Agricultural and Forestry Museum in Jackson. Lance, the 5 foot, 11 inch tall, green-eyed and blonde haired guy, had always considered himself, ""the all-American dude from Mississippi"". He had always been proud of his Mississippi background. His favorite subjects in school were math and science. His life-long dream was to travel into space some day. In October 2002, he was found to be physically fit and was cleared to fly on the Russian Soyuz spacecraft at the cost of 20 million dollars. However, when his sponsorship funds didn't come through, someone else took his place on that flight. But in 1995, a pop dance group of five guys were formed, with Lance being chosen as the last person. The name of this popular boy band was called, 'N Sync. Lance was the ""bass"" singer for the group, and they have been compared with the, ""New Kids On The Block"" and the ""Backstreet Boys"". They first hit it big in Europe, then in America. It is interesting how they got their name. Justin Timberlake's mother took the last letter of all the guys first name (after Lance changed his middle name to Lanceton), and she came up with 'N SYNC. His biggest influence was Garth Brooks, and after attending one of his concerts, Lance was convinced that was what he wanted to do. He wanted to sing and become a performer. For four solid years, he lived that dream. There",,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
Question_MQ_Parsed_Culture_Normal_0451,Culture,Music,Normal,"This twistin' Mississippian penned the words to this very well known, recognizable song, ""Wonderful World"".",Sam Cooke,Louis Armstrong,Chubby Checkers,Bo Diddley,Sam Cooke,"This twistin' Mississippian penned the words to this very well known, recognizable song, ""Wonderful World"". The son of a minister, the family moved to Chicago where his father began pastoring the Church of Christ Holiness. His singing began when, he, two of his sisters' and two brothers formed their own gospel group, calling themselves, ""The Singing Children"".",,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
Question_MQ_Parsed_Culture_Normal_0452,Culture,Music,Normal,"Known for wearing rhinestone-studded Nudie suits on stage, this hillbilly rockin' Mississippian has always been proud of his southern roots and heritage from a very early age. Who is this amazing and multi-talented, country music artist?",Porter Wagoner,Marty Stuart,Marty Robbins,Marty Stewart,Porter Wagoner,"His first guitar was a toy at three years old. At five, he wanted the real instrument. By the time he was 12 years old, he had taught himself to play the guitar and the mandolin. After attending a Bill Monroe concert, Mr. Monroe gave Marty his mandolin pick, which became his prized possession. Some of his earliest performances were playing festivals and Pentacostal churches with the bluegrass gospel band, ""The Sullivans"", on weekends and summers. Marty had a life-long passion to play music professionally. School couldn't hold his attention. He was caught reading country magazines in class instead of his history book, and was sent home by his teacher. However, this did not stop young Stuart from being obsessed with country music. At 13 years old, Roland White, mandolist for Lester Flatt and The Nashville Grass, invited Marty to go on the road with them on a Labor Day Weekend in 1972 to Delaware. After much convincing, his parents, John and Hilda, agreed and put him on a bus to Nashville where he met up with the band. Mr. White didn't know it then, but he had played an imperative role in launching the musical career of Marty Stuart. After hearing him sing and playing his instruments, Lester Flatt offered him a full time job in his band. While on the road, Flatt promised his parents he would over-see their son's financial and educational responsibilities. Marty took correspondence classes and put most of his earned wages in a bank. Stuart was a band member for six years, until Flatt had to retire because of health reasons",,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
Question_MQ_Parsed_Culture_Normal_0453,Culture,Music,Normal,"Born in the dirt-rich delta of Mississippi, this blues artist and his trademark Gibson guitar, ""Lucille"", have captured audiences all over the world. Who is this undisputed, ""King of the Blues""?",Albert King,"Lester ""Big Daddy"" King",Willie King,B.B. King,Albert King,"B. King In a tiny sharecropper's shack on a cotton plantation in Itta Bena, Mississippi, Riley B. King (better known as B.B. King) was born to Albert and Nora Ella King, on September 16, 1925. B.B. grew up enduring hard times, which he poured into his songwriting and singing. A small town preacher showed him how to play the guitar in the chords of E, A, and B, and King was soon playing and singing gospel throughout his teen-aged years. He'd play the blue's on several delta town street corners for tips. After working as a tractor driver on a cotton field plantation, earning only $1.00 per day, B.B. decided to follow his musical dream. In May, 1947, with $2.50 in his pocket and his guitar, he hitchhiked Highway 49 to Memphis, Tennessee. And as they say, ""the rest is history"". His first #1 hit was, ""Three O'Clock Blues"", but his most popular hit came in 1966 with, ""The Thrill is Gone"". In 1950, while playing in a club, a fight broke out among two guys over a woman named Lucille. A kerosene stove was accidentally knocked over, setting the place on fire. With the rush of excitement to get out like all the rest of the people, B.B. realized he had left his $30 electrical accoustic guitar behind. He ran back into the burning blaze to retrieve it, barely escaping with his life. From that day on, his guitars' became known as, ""Lucille"". King won nearly every award imaginable. He was inducted into the Blues Foundation Hall of Fame in 1984, and in the Rock & Roll Hall of Fame in 1987. That same year, he recieved NARAS' Lifetime Achievement Grammy Award. In 1992, he recieved the National Award of Distinction from the University of Mississippi. Among many of his honorary doctorates came from Tougaloo Mississippi College in 1973, Yal",,https://www.funtrivia.com/quiz/music/mississippis-famous-musicians-249764.html
